7102-05-2,"Tapete de Couro - Passadeira - Bege Claro - 0,60 x 1,50m - Quadriculado (5x5)",0,0
7102-10-2,"Tapete de Couro - Passadeira - Champanhe - 0,60 x 1,50m - Quadriculado (5x5)",0,0
7107-10-2,"Tapete de Couro - Passadeira - Champanhe - 0,60 x 2,0m - Quadriculado (5x5)",0,6
1106-08-2,"Tapete de Couro - Marrom Avermelhado Malhado - 2,0 x 2,5m - Quadriculado (5x5)",0,0
4201-15,"Banqueta Barril G - Couro Legítimo",0,0
4201-16,"Banqueta Barril G - Couro Legítimo",0,0
4201-18,"Banqueta Barril G - Couro Legítimo",0,0
4201-19,"Banqueta Barril G - Couro Legítimo",0,0
4202-33,"Banqueta Barril M - Couro Legítimo",0,0
1106-41-2,"Tapete de Couro - Mix Preto, Branco e Cinza - 2,0 x 2,5m - Quadriculado (5x5)",0,0
1306-41-2,"Tapete de Couro - Mix Preto, Branco e Cinza - 2,0 x 2,5m Quadriculado (10x10)",0,0
4200-9,"Banqueta Barril P em Couro Legítimo",0,1
4200-11,"Banqueta Barril P em Couro Legítimo",0,0
4200-13,"Banqueta Barril P em Couro Legítimo",0,0
6012-8,"Almofada em Couro Legítimo - 2 lados - Quadriculado 10x10",0,2
6012-12,"Almofada em Couro Legítimo - 2 lados - Quadriculado 10x10",0,2
6012-15,"Almofada em Couro Legítimo - 2 lados - Quadriculado 10x10",0,1
2501-36,"Tapete de Couro Bezerro - 95 x 77 cm Apróx.",0,0
2501-37,"Tapete de Couro Bezerro - 95 x 77 cm Apróx.",0,0
6020-14,"Conjunto de Tapetes de Couro para Cozinha - Bege Médio - 2 peças",0,0
6020-07,"Conjunto de Tapetes de Couro para Cozinha - Marrom Avermelhado Malhado - 2 peças",0,1
6020-20,"Conjunto de Tapetes de Couro para Cozinha - Exótico Médio - 2 peças",0,0
6020-08,"Conjunto de Tapetes de Couro para Cozinha - Marrom Avermelhado Malhado - 2 peças",0,0
1303-08-2,"Tapete de Couro – Marrom Avermelhado Malhado – 1,0 x 1,5 m Quadriculado (10×10)",0,1
1203-05-2,"Tapete de Couro – Bege Claro – 1,0 x 1,5 m Quadriculado (7×7)",0,1
1103-06-2,"Tapete de Couro – Preto e Branco Malhado – 1,0 x 1,5 m Quadriculado (5×5)",0,1
1106-42-2,"Tapete de Couro - Mix de Marrom, Branco e Cinza - 2,0 x 2,5m - Quadriculado (5x5)",0,0
1107-12-2,"Tapete de Couro - Branco - 2,0 x 3,0 Quadriculado (5x5)",0,0
3102-2-2,"Tapete de Couro - Mandala - 1,2m diâmetro",0,0
3102-7-2,"Tapete de Couro - Mandala - 1,2m diâmetro",0,0
3102-8-2,"Tapete de Couro - Mandala - 1,2m diâmetro",0,0
3102-9-2,"Tapete de Couro - Mandala - 1,2m diâmetro",0,0
3102-10-2,"Tapete de Couro - Mandala - 1,2m diâmetro",0,0
3102-11-2,"Tapete de Couro - Mandala - 1,2m diâmetro",0,0
3102-12-2,"Tapete de Couro - Mandala - 1,2m diâmetro",0,0
4201-20,"Banqueta Barril G - Couro Legítimo",0,0
4202-34,"Banqueta Barril M - Couro Legítimo",0,0
2131,"Tapete de Couro Médio 2,13 x 1,73 m",0,1
1306-35-2,"Tapete de Couro - Mix de Marrom, Branco e Cinza - 2,0 x 2,5m Quadriculado (10x10)",0,0
4105-13,"Puff - Couro Legítimo - Cinza",0,2
4105-14,"Puff - Couro Legítimo - Cinza Escuro",0,0
4105-15,"Puff - Couro Legítimo - Branco",0,1
1103-07-2,"Tapete de Couro – Marrom Avermelhado Malhado – 1,0 x 1,5 m Quadriculado (5×5)",0,1
30904-2,"Tapete de Couro Geométrico Imperatriz - Marrom e Branco - 1,5 x 2,0 m",0,0
1102-12-2,"Tapete de Couro - Branco - 0,50 x 1,0m Quadriculado (5x5)",0,8
